org_name,total,pacs,indivs,cycle,source,cid
New York Cancer & Blood Specialists,50000,0,50000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031227&cycle=2022,N00031227
DaVita Inc,21150,8000,13150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031227&cycle=2022,N00031227
Urology of Indiana,13750,0,13750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031227&cycle=2022,N00031227
"Mehlman, Castagnetti et al",11344,0,11344,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031227&cycle=2022,N00031227
Edwards Lifesciences,11000,9000,2000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031227&cycle=2022,N00031227
United Companies,10800,0,10800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031227&cycle=2022,N00031227
Todd Strategy Group,10700,0,10700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031227&cycle=2022,N00031227
Aluminum Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031227&cycle=2022,N00031227
American Academy of Ophthalmology,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031227&cycle=2022,N00031227
American Assn of Neurological Surgeons,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00031227&cycle=2022,N00031227
