org_name,total,pacs,indivs,cycle,source,cid
Lockheed Martin,185124,10000,175124,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00008799&cycle=2020,N00008799
Pro-israel America PAC,66288,5000,61288,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00008799&cycle=2020,N00008799
Leidos Inc,36304,10000,26304,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00008799&cycle=2020,N00008799
General Dynamics,35804,10000,25804,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00008799&cycle=2020,N00008799
General Atomics,32600,10000,22600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00008799&cycle=2020,N00008799
SpaceX,22809,10000,12809,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00008799&cycle=2020,N00008799
L3Harris Technologies,22500,20000,2500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00008799&cycle=2020,N00008799
Sierra Nevada Corp,20700,9500,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00008799&cycle=2020,N00008799
Raytheon Technologies,20008,20000,8,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00008799&cycle=2020,N00008799
Lmbi LP,16800,0,16800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00008799&cycle=2020,N00008799
