org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,109849,7900,101949,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044501&cycle=2022,N00044501
New York Life Insurance,15750,15000,750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044501&cycle=2022,N00044501
Word & Brown,15500,0,15500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044501&cycle=2022,N00044501
2nd Request Made,12830,0,12830,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044501&cycle=2022,N00044501
Pence Wealth Management,12600,0,12600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044501&cycle=2022,N00044501
No Nonsense PAC,12500,12500,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044501&cycle=2022,N00044501
Active USA,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044501&cycle=2022,N00044501
AQR Capital Management,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044501&cycle=2022,N00044501
Ball Ventures,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044501&cycle=2022,N00044501
Dimensional Fund Advisors,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044501&cycle=2022,N00044501
