org_name,total,pacs,indivs,cycle,source,cid
State of Illinois,34816,0,34816,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004724&cycle=2020,N00004724
Power Rogers LLP,15500,0,15500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004724&cycle=2020,N00004724
Northwestern University,14163,0,14163,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004724&cycle=2020,N00004724
Development Specialists Inc,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004724&cycle=2020,N00004724
Service Employees International Union,10600,10000,600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004724&cycle=2020,N00004724
American Federation of State/Cnty/Munic Employees,10250,10000,250,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004724&cycle=2020,N00004724
American Academy of Family Physicians,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004724&cycle=2020,N00004724
American Assn for Justice,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004724&cycle=2020,N00004724
American Assn of Nurse Anesthetists,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004724&cycle=2020,N00004724
American Federation of Teachers,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00004724&cycle=2020,N00004724
