org_name,total,pacs,indivs,cycle,source,cid
Cornerstone Government Affairs,28500,0,28500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047972&cycle=2022,N00047972
Central Management Co,24800,0,24800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047972&cycle=2022,N00047972
Standard Enterprises (Louisiana),22800,0,22800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047972&cycle=2022,N00047972
Rdv Corp,20300,0,20300,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047972&cycle=2022,N00047972
Eye of the Tiger PAC,20000,20000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047972&cycle=2022,N00047972
Value in Electing Women PAC,20000,20000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047972&cycle=2022,N00047972
River Birch Inc,17400,0,17400,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047972&cycle=2022,N00047972
E-PAC,15000,15000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047972&cycle=2022,N00047972
Petro Land Services,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047972&cycle=2022,N00047972
New York Life Insurance,13350,13000,350,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047972&cycle=2022,N00047972
