org_name,total,pacs,indivs,cycle,source,cid
Comcast Corp,16020,10000,6020,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035307&cycle=2020,N00035307
Select Medical Corp,15600,10000,5600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035307&cycle=2020,N00035307
Almo Corp,11215,0,11215,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035307&cycle=2020,N00035307
Cozen O'Connor,11000,7000,4000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035307&cycle=2020,N00035307
Ballard Spahr LLP,10800,7000,3800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035307&cycle=2020,N00035307
Home Depot,10020,10000,20,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035307&cycle=2020,N00035307
United Steelworkers,10010,10000,10,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035307&cycle=2020,N00035307
AbbVie Inc,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035307&cycle=2020,N00035307
American Academy of Dermatology Assn,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035307&cycle=2020,N00035307
American Bankers Assn,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035307&cycle=2020,N00035307
