org_name,total,pacs,indivs,cycle,source,cid
Oregon Health & Science University,59729,0,59729,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029303&cycle=2022,N00029303
League of Conservation Voters,54344,5095,49249,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029303&cycle=2022,N00029303
Intel Corp,38801,0,38801,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029303&cycle=2022,N00029303
State of Oregon,35294,0,35294,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029303&cycle=2022,N00029303
Oregon State University,34459,0,34459,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029303&cycle=2022,N00029303
University of Oregon,32672,0,32672,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029303&cycle=2022,N00029303
Portland State University,27081,0,27081,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029303&cycle=2022,N00029303
JStreetPAC,22027,0,22027,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029303&cycle=2022,N00029303
Matthews International Capital Management,21600,0,21600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029303&cycle=2022,N00029303
Service Employees International Union,20010,10000,10010,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00029303&cycle=2022,N00029303
