org_name,total,pacs,indivs,cycle,source,cid
Votesane PAC,94900,0,94900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035278&cycle=2022,N00035278
American Israel Public Affairs Cmte,45033,10000,35033,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035278&cycle=2022,N00035278
JStreetPAC,30150,0,30150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035278&cycle=2022,N00035278
"Brownstein, Hyatt et al",18200,8000,10200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035278&cycle=2022,N00035278
Takeda Pharmaceuticals USA,15000,10000,5000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035278&cycle=2022,N00035278
Blackstone Group,14500,0,14500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035278&cycle=2022,N00035278
Sv Angel LLC,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035278&cycle=2022,N00035278
"Akin, Gump et al",11500,5000,6500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035278&cycle=2022,N00035278
Intel Corp,11100,10000,1100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035278&cycle=2022,N00035278
Raytheon Technologies,11000,10000,1000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035278&cycle=2022,N00035278
