org_name,total,pacs,indivs,cycle,source,cid
Amalgamated Transit Union,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006789&cycle=2020,N00006789
American Federation of State/Cnty/Munic Employees,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006789&cycle=2020,N00006789
Northrop Grumman,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006789&cycle=2020,N00006789
Carnival Cruise Lines,8400,0,8400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006789&cycle=2020,N00006789
Air Line Pilots Assn,8000,8000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006789&cycle=2020,N00006789
Edison International,7500,7500,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006789&cycle=2020,N00006789
Operating Engineers Union,7500,7500,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006789&cycle=2020,N00006789
Transport Workers Union,7500,7500,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006789&cycle=2020,N00006789
AT&T Inc,7000,7000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006789&cycle=2020,N00006789
National Assn of Realtors,7000,7000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00006789&cycle=2020,N00006789
