org_name,total,pacs,indivs,cycle,source,cid
Progressive Turnout Project,10499,9999,500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047361&cycle=2020,N00047361
Service Employees International Union,10100,5000,5100,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047361&cycle=2020,N00047361
International Brotherhood of Electrical Workers,10025,10000,25,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047361&cycle=2020,N00047361
PAC to the Future,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047361&cycle=2020,N00047361
Kilpatrick Townsend,8100,0,8100,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047361&cycle=2020,N00047361
Canal Partners Media,5600,0,5600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047361&cycle=2020,N00047361
Comcast Corp,5600,5000,600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047361&cycle=2020,N00047361
Home Depot,5600,5000,600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047361&cycle=2020,N00047361
Delta Air Lines,5326,5000,326,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047361&cycle=2020,N00047361
Holland & Knight,5200,5000,200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00047361&cycle=2020,N00047361
