org_name,total,pacs,indivs,cycle,source,cid
Arab Community Center for Economic/Social Service,17900,0,17900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042649&cycle=2022,N00042649
Apple Inc,15800,0,15800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042649&cycle=2022,N00042649
Bigdash Commissary LLC,12600,0,12600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042649&cycle=2022,N00042649
Arista Networks,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042649&cycle=2022,N00042649
Ideal Market,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042649&cycle=2022,N00042649
Ids Real Estate Group,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042649&cycle=2022,N00042649
Pressure Grout Co,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042649&cycle=2022,N00042649
Bushala Brothers,11199,0,11199,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042649&cycle=2022,N00042649
Mexico Foods,10325,0,10325,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042649&cycle=2022,N00042649
Machinists/Aerospace Workers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042649&cycle=2022,N00042649
