org_name,total,pacs,indivs,cycle,source,cid
"Paul, Weiss et al",150103,0,150103,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027566&cycle=2020,N00027566
Yale University,117384,0,117384,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027566&cycle=2020,N00027566
JStreetPAC,61540,0,61540,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027566&cycle=2020,N00027566
JPMorgan Chase & Co,46563,2500,44063,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027566&cycle=2020,N00027566
Sullivan & Cromwell,42495,0,42495,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027566&cycle=2020,N00027566
Morgan Stanley,33570,7500,26070,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027566&cycle=2020,N00027566
"Lieff, Cabraser et al",32218,0,32218,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027566&cycle=2020,N00027566
Charter Communications,31008,10000,21008,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027566&cycle=2020,N00027566
Goldman Sachs,28645,10000,18645,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027566&cycle=2020,N00027566
Simmons Hanly Conroy,27700,0,27700,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00027566&cycle=2020,N00027566
