org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,22160,5000,17160,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042282&cycle=2022,N00042282
Hillco Partners,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042282&cycle=2022,N00042282
American Assn for Justice,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042282&cycle=2022,N00042282
American Crystal Sugar,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042282&cycle=2022,N00042282
American Federation of State/Cnty/Munic Employees,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042282&cycle=2022,N00042282
American Federation of Teachers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042282&cycle=2022,N00042282
Carpenters & Joiners Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042282&cycle=2022,N00042282
Communications Workers of America,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042282&cycle=2022,N00042282
Credit Union National Assn,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042282&cycle=2022,N00042282
Exxon Mobil,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042282&cycle=2022,N00042282
