org_name,total,pacs,indivs,cycle,source,cid
Realty of Chicago,14200,0,14200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042114&cycle=2020,N00042114
Amalgamated Transit Union,11030,10000,1030,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042114&cycle=2020,N00042114
Clifford Law Offices,10400,0,10400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042114&cycle=2020,N00042114
American Assn for Justice,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042114&cycle=2020,N00042114
American Crystal Sugar,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042114&cycle=2020,N00042114
Communications Workers of America,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042114&cycle=2020,N00042114
Machinists/Aerospace Workers Union,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042114&cycle=2020,N00042114
National Air Traffic Controllers Assn,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042114&cycle=2020,N00042114
Service Employees International Union,10000,5000,5000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042114&cycle=2020,N00042114
Transport Workers Union,10000,10000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00042114&cycle=2020,N00042114
