org_name,total,pacs,indivs,cycle,source,cid
NorPAC,47200,0,47200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001955&cycle=2020,N00001955
Lockheed Martin,33700,10000,23700,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001955&cycle=2020,N00001955
Guardian Life Insurance,24750,11000,13750,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001955&cycle=2020,N00001955
Delaware Valley Urology,22250,0,22250,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001955&cycle=2020,N00001955
CareFirst Blue Cross/Blue Shield,20025,5000,15025,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001955&cycle=2020,N00001955
Select Medical Corp,20000,10000,10000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001955&cycle=2020,N00001955
Pakistani American Public Affairs Cmte,19500,14750,4750,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001955&cycle=2020,N00001955
"Brownstein, Hyatt et al",19100,6000,13100,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001955&cycle=2020,N00001955
Kidney Care Partners,19000,19000,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001955&cycle=2020,N00001955
Apollo Management,18200,0,18200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00001955&cycle=2020,N00001955
