org_name,total,pacs,indivs,cycle,source,cid
Sanford Health,33950,0,33950,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2020,N00035187
NextEra Energy,30700,10000,20700,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2020,N00035187
State of South Dakota,23898,0,23898,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2020,N00035187
Avairpros,22400,0,22400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2020,N00035187
Capital Group Companies,19400,10000,9400,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2020,N00035187
Land O'Lakes,17525,10000,7525,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2020,N00035187
First Premier Bank,17200,0,17200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2020,N00035187
Alticor Inc,16800,0,16800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2020,N00035187
US Bancorp,15850,10000,5850,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2020,N00035187
Avera Health Systems,15650,0,15650,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00035187&cycle=2020,N00035187
