org_name,total,pacs,indivs,cycle,source,cid
JStreetPAC,36046,4000,32046,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044559&cycle=2022,N00044559
Democracy Engine,32625,0,32625,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044559&cycle=2022,N00044559
"McGinn, Montoya et al",26783,0,26783,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044559&cycle=2022,N00044559
University of New Mexico,17053,0,17053,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044559&cycle=2022,N00044559
National Education Assn,15800,10000,5800,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044559&cycle=2022,N00044559
"Akin, Gump et al",12800,1750,11050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044559&cycle=2022,N00044559
Alsop Louie Partners,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044559&cycle=2022,N00044559
Five & Dime General Stores,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044559&cycle=2022,N00044559
Frontline USA,11000,9000,2000,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044559&cycle=2022,N00044559
Equality PAC,10500,10000,500,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044559&cycle=2022,N00044559
