org_name,total,pacs,indivs,cycle,source,cid
American Israel Public Affairs Cmte,141008,10000,131008,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044346&cycle=2022,N00044346
Democracy Engine,81750,0,81750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044346&cycle=2022,N00044346
Blackstone Group,73150,0,73150,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044346&cycle=2022,N00044346
NorPAC,70270,0,70270,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044346&cycle=2022,N00044346
Elliott Management,35680,0,35680,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044346&cycle=2022,N00044346
Digital Gadgets,26100,0,26100,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044346&cycle=2022,N00044346
Standard Industries,26050,0,26050,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044346&cycle=2022,N00044346
Winthrop Realty Trust,23200,0,23200,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044346&cycle=2022,N00044346
Arker Companies,22750,0,22750,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044346&cycle=2022,N00044346
Apollo Global Management,20900,0,20900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00044346&cycle=2022,N00044346
