org_name,total,pacs,indivs,cycle,source,cid
Georgia Crown Distributing,15500,0,15500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2020,N00039090
Coca-Cola Co,13100,7500,5600,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2020,N00039090
American Dental Assn,12851,10000,2851,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2020,N00039090
National Distributing Co,12200,0,12200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2020,N00039090
Total System Services,12000,7500,4500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2020,N00039090
AL Grading Contractors,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2020,N00039090
Blackstone Group,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2020,N00039090
North Georgia Turf,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2020,N00039090
Schuster Enterprises,11200,0,11200,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2020,N00039090
Comcast Corp,11000,10000,1000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00039090&cycle=2020,N00039090
