org_name,total,pacs,indivs,cycle,source,cid
Club for Growth,299301,0,299301,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041620&cycle=2020,N00041620
Senate Conservatives Fund,257589,5000,252589,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041620&cycle=2020,N00041620
Diamond Pet Foods,70900,0,70900,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041620&cycle=2020,N00041620
Emerson Electric,52500,15000,37500,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041620&cycle=2020,N00041620
National Republican Senatorial Cmte,47400,47400,0,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041620&cycle=2020,N00041620
Herzog Contracting,44800,5000,39800,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041620&cycle=2020,N00041620
Hunter Engineering,44000,0,44000,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041620&cycle=2020,N00041620
Edward Jones,38085,3500,34585,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041620&cycle=2020,N00041620
Alliance Coal,33466,10000,23466,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041620&cycle=2020,N00041620
Kirkland & Ellis,30428,0,30428,2020,https://www.opensecrets.org/members-of-congress/contributors?cid=N00041620&cycle=2020,N00041620
