org_name,total,pacs,indivs,cycle,source,cid
"Cotchett, Pitre & McCarthy",37850,0,37850,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049438&cycle=2022,N00049438
Genentech Inc,23900,10000,13900,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049438&cycle=2022,N00049438
Howard Properties,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049438&cycle=2022,N00049438
Sv Angel LLC,11600,0,11600,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049438&cycle=2022,N00049438
International Brotherhood of Electrical Workers,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049438&cycle=2022,N00049438
Machinists/Aerospace Workers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049438&cycle=2022,N00049438
Plumbers/Pipefitters Union Local 467,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049438&cycle=2022,N00049438
Teamsters Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049438&cycle=2022,N00049438
United Food & Commercial Workers Union,10000,10000,0,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049438&cycle=2022,N00049438
Achieve (California),8700,0,8700,2022,https://www.opensecrets.org/members-of-congress/contributors?cid=N00049438&cycle=2022,N00049438
