sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,52460,73500,125960,03/20/2023,2022
Communic/Electronics,B,286175,366400,652575,03/20/2023,2022
Construction,C,33187,30500,63687,03/20/2023,2022
Defense,D,6757,51500,58257,03/20/2023,2022
Energy/Nat Resource,E,16695,89500,106195,03/20/2023,2022
Finance/Insur/RealEst,F,1146601,510600,1657201,03/20/2023,2022
Health,H,249769,328350,578119,03/20/2023,2022
Lawyers & Lobbyists,K,952669,152500,1105169,03/20/2023,2022
Transportation,M,24289,114500,138789,03/20/2023,2022
Misc Business,N,291336,249500,540836,03/20/2023,2022
Labor,P,4296,140100,144396,03/20/2023,2022
Ideology/Single-Issue,Q,276938,413787,690725,03/20/2023,2022
Other,W,548393,16500,564893,03/20/2023,2022
