sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,243924,65500,309424,03/20/2023,2022
Communic/Electronics,B,2101253,228000,2329253,03/20/2023,2022
Construction,C,345343,47500,392843,03/20/2023,2022
Defense,D,78523,51000,129523,03/20/2023,2022
Energy/Nat Resource,E,378223,197500,575723,03/20/2023,2022
Finance/Insur/RealEst,F,3419844,619500,4039344,03/20/2023,2022
Health,H,2008007,503400,2511407,03/20/2023,2022
Lawyers & Lobbyists,K,3210735,120541,3331276,03/20/2023,2022
Transportation,M,208300,89000,297300,03/20/2023,2022
Misc Business,N,1859490,264410,2123900,03/20/2023,2022
Labor,P,28204,348000,376204,03/20/2023,2022
Ideology/Single-Issue,Q,3193712,970794,4164506,03/20/2023,2022
Other,W,13200841,4000,13204841,03/20/2023,2022
