sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,550,69000,69550,03/20/2023,2022
Communic/Electronics,B,45460,36500,81960,03/20/2023,2022
Construction,C,6900,13000,19900,03/20/2023,2022
Defense,D,47325,158000,205325,03/20/2023,2022
Energy/Nat Resource,E,16635,23000,39635,03/20/2023,2022
Finance/Insur/RealEst,F,99645,31000,130645,03/20/2023,2022
Health,H,83929,46750,130679,03/20/2023,2022
Lawyers & Lobbyists,K,128931,43173,172104,03/20/2023,2022
Transportation,M,27413,78000,105413,03/20/2023,2022
Misc Business,N,158425,74000,232425,03/20/2023,2022
Labor,P,1260,142500,143760,03/20/2023,2022
Ideology/Single-Issue,Q,24128,86966,111094,03/20/2023,2022
Other,W,228519,10000,238519,03/20/2023,2022
