sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,61229,15000,76229,03/20/2023,2022
Communic/Electronics,B,1111473,155900,1267373,03/20/2023,2022
Construction,C,126732,16000,142732,03/20/2023,2022
Defense,D,28288,9500,37788,03/20/2023,2022
Energy/Nat Resource,E,89315,16500,105815,03/20/2023,2022
Finance/Insur/RealEst,F,1514245,50500,1564745,03/20/2023,2022
Health,H,642147,135300,777447,03/20/2023,2022
Lawyers & Lobbyists,K,1349114,71084,1420198,03/20/2023,2022
Transportation,M,58529,49000,107529,03/20/2023,2022
Misc Business,N,644729,64500,709229,03/20/2023,2022
Labor,P,22029,245900,267929,03/20/2023,2022
Ideology/Single-Issue,Q,940096,474490,1414586,03/20/2023,2022
Other,W,2650403,11000,2661403,03/20/2023,2022
