sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,289432,33000,322432,03/20/2023,2022
Communic/Electronics,B,3225335,6000,3231335,03/20/2023,2022
Construction,C,482458,5000,487458,03/20/2023,2022
Defense,D,128536,0,128536,03/20/2023,2022
Energy/Nat Resource,E,355108,1500,356608,03/20/2023,2022
Finance/Insur/RealEst,F,4185822,9500,4195322,03/20/2023,2022
Health,H,1969055,10000,1979055,03/20/2023,2022
Lawyers & Lobbyists,K,2462532,48300,2510832,03/20/2023,2022
Transportation,M,232531,1500,234031,03/20/2023,2022
Misc Business,N,2008753,2500,2011253,03/20/2023,2022
Labor,P,23826,159500,183326,03/20/2023,2022
Ideology/Single-Issue,Q,5649642,580434,6230076,03/20/2023,2022
Other,W,9092967,1750,9094717,03/20/2023,2022
