sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,9100,12007,21107,06/10/2019,2018
Communic/Electronics,B,23350,11500,34850,06/10/2019,2018
Construction,C,64523,18000,82523,06/10/2019,2018
Defense,D,7212,11000,18212,06/10/2019,2018
Energy/Nat Resource,E,96545,34700,131245,06/10/2019,2018
Finance/Insur/RealEst,F,260354,67200,327554,06/10/2019,2018
Health,H,51983,11500,63483,06/10/2019,2018
Lawyers & Lobbyists,K,79966,3500,83466,06/10/2019,2018
Transportation,M,39336,21700,61036,06/10/2019,2018
Misc Business,N,129285,27500,156785,06/10/2019,2018
Labor,P,0,8500,8500,06/10/2019,2018
Ideology/Single-Issue,Q,39993,132625,172618,06/10/2019,2018
Other,W,191629,0,191629,06/10/2019,2018
