sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,372714,87000,459714,06/10/2019,2018
Communic/Electronics,B,190720,12000,202720,06/10/2019,2018
Construction,C,385327,36000,421327,06/10/2019,2018
Defense,D,34560,1000,35560,06/10/2019,2018
Energy/Nat Resource,E,294636,135000,429636,06/10/2019,2018
Finance/Insur/RealEst,F,1485207,74438,1559645,06/10/2019,2018
Health,H,402133,40100,442233,06/10/2019,2018
Lawyers & Lobbyists,K,571903,15000,586903,06/10/2019,2018
Transportation,M,270401,31000,301401,06/10/2019,2018
Misc Business,N,841205,142500,983705,06/10/2019,2018
Labor,P,250,7500,7750,06/10/2019,2018
Ideology/Single-Issue,Q,967136,553150,1520286,06/10/2019,2018
Other,W,1613516,0,1613516,06/10/2019,2018
