sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,30950,135134,166084,06/10/2019,2018
Communic/Electronics,B,61150,87000,148150,06/10/2019,2018
Construction,C,49550,92250,141800,06/10/2019,2018
Defense,D,26000,52000,78000,06/10/2019,2018
Energy/Nat Resource,E,137975,155000,292975,06/10/2019,2018
Finance/Insur/RealEst,F,574261,490000,1064261,06/10/2019,2018
Health,H,188784,253100,441884,06/10/2019,2018
Lawyers & Lobbyists,K,241400,32973,274373,06/10/2019,2018
Transportation,M,108660,168629,277289,06/10/2019,2018
Misc Business,N,307766,226347,534113,06/10/2019,2018
Labor,P,0,35000,35000,06/10/2019,2018
Ideology/Single-Issue,Q,244591,452316,696907,06/10/2019,2018
Other,W,196214,12500,208714,06/10/2019,2018
