sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,939922,376249,1316171,03/20/2023,2022
Communic/Electronics,B,436142,202500,638642,03/20/2023,2022
Construction,C,659760,123000,782760,03/20/2023,2022
Defense,D,129990,117000,246990,03/20/2023,2022
Energy/Nat Resource,E,449371,326000,775371,03/20/2023,2022
Finance/Insur/RealEst,F,3440850,499162,3940012,03/20/2023,2022
Health,H,1010587,246000,1256587,03/20/2023,2022
Lawyers & Lobbyists,K,794668,73300,867968,03/20/2023,2022
Transportation,M,453919,179853,633772,03/20/2023,2022
Misc Business,N,1480409,393000,1873409,03/20/2023,2022
Labor,P,3123,11000,14123,03/20/2023,2022
Ideology/Single-Issue,Q,3205354,754691,3960045,03/20/2023,2022
Other,W,8493609,5000,8498609,03/20/2023,2022
