sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,205391,105200,310591,06/10/2019,2018
Communic/Electronics,B,887220,159700,1046920,06/10/2019,2018
Construction,C,211677,97250,308927,06/10/2019,2018
Defense,D,10097,50500,60597,06/10/2019,2018
Energy/Nat Resource,E,134541,100500,235041,06/10/2019,2018
Finance/Insur/RealEst,F,2179971,1056132,3236103,06/10/2019,2018
Health,H,1155784,488200,1643984,06/10/2019,2018
Lawyers & Lobbyists,K,2593340,203825,2797165,06/10/2019,2018
Transportation,M,96430,65750,162180,06/10/2019,2018
Misc Business,N,1149612,336750,1486362,06/10/2019,2018
Labor,P,37365,444500,481865,06/10/2019,2018
Ideology/Single-Issue,Q,2119862,652669,2772531,06/10/2019,2018
Other,W,4735947,8000,4743947,06/10/2019,2018
