sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,74888,0,74888,03/20/2023,2022
Communic/Electronics,B,672544,0,672544,03/20/2023,2022
Construction,C,95875,4500,100375,03/20/2023,2022
Defense,D,11090,0,11090,03/20/2023,2022
Energy/Nat Resource,E,45976,0,45976,03/20/2023,2022
Finance/Insur/RealEst,F,744479,21000,765479,03/20/2023,2022
Health,H,480656,15000,495656,03/20/2023,2022
Lawyers & Lobbyists,K,536341,4500,540841,03/20/2023,2022
Transportation,M,46128,1000,47128,03/20/2023,2022
Misc Business,N,374176,0,374176,03/20/2023,2022
Labor,P,11852,209000,220852,03/20/2023,2022
Ideology/Single-Issue,Q,1472168,416432,1888600,03/20/2023,2022
Other,W,4530176,0,4530176,03/20/2023,2022
