sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,106125,76500,182625,06/10/2019,2018
Communic/Electronics,B,61200,33812,95012,06/10/2019,2018
Construction,C,47126,51000,98126,06/10/2019,2018
Defense,D,10500,106999,117499,06/10/2019,2018
Energy/Nat Resource,E,26550,74000,100550,06/10/2019,2018
Finance/Insur/RealEst,F,549420,127000,676420,06/10/2019,2018
Health,H,71145,66525,137670,06/10/2019,2018
Lawyers & Lobbyists,K,100125,11000,111125,06/10/2019,2018
Transportation,M,56112,53500,109612,06/10/2019,2018
Misc Business,N,164825,63999,228824,06/10/2019,2018
Labor,P,0,20200,20200,06/10/2019,2018
Ideology/Single-Issue,Q,78976,184732,263708,06/10/2019,2018
Other,W,255411,0,255411,06/10/2019,2018
