sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,8400,9000,17400,03/20/2023,2022
Communic/Electronics,B,39090,85590,124680,03/20/2023,2022
Construction,C,10615,14900,25515,03/20/2023,2022
Defense,D,0,2000,2000,03/20/2023,2022
Energy/Nat Resource,E,8550,15300,23850,03/20/2023,2022
Finance/Insur/RealEst,F,120750,100000,220750,03/20/2023,2022
Health,H,51522,112500,164022,03/20/2023,2022
Lawyers & Lobbyists,K,117406,42500,159906,03/20/2023,2022
Transportation,M,11200,26000,37200,03/20/2023,2022
Misc Business,N,68976,49000,117976,03/20/2023,2022
Labor,P,0,100500,100500,03/20/2023,2022
Ideology/Single-Issue,Q,92862,64087,156949,03/20/2023,2022
Other,W,121013,1000,122013,03/20/2023,2022
