sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,7953,2000,9953,03/20/2023,2022
Communic/Electronics,B,50000,10400,60400,03/20/2023,2022
Construction,C,3205,10000,13205,03/20/2023,2022
Defense,D,3680,49500,53180,03/20/2023,2022
Energy/Nat Resource,E,6200,1000,7200,03/20/2023,2022
Finance/Insur/RealEst,F,324089,60500,384589,03/20/2023,2022
Health,H,86079,25500,111579,03/20/2023,2022
Lawyers & Lobbyists,K,50825,6500,57325,03/20/2023,2022
Transportation,M,8880,47000,55880,03/20/2023,2022
Misc Business,N,65298,16500,81798,03/20/2023,2022
Labor,P,65,40500,40565,03/20/2023,2022
Ideology/Single-Issue,Q,21834,44562,66396,03/20/2023,2022
Other,W,244883,0,244883,03/20/2023,2022
