sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,725,48500,49225,03/20/2023,2022
Communic/Electronics,B,15290,30000,45290,03/20/2023,2022
Construction,C,7262,24500,31762,03/20/2023,2022
Defense,D,16700,107000,123700,03/20/2023,2022
Energy/Nat Resource,E,6405,73000,79405,03/20/2023,2022
Finance/Insur/RealEst,F,103950,61500,165450,03/20/2023,2022
Health,H,52580,64500,117080,03/20/2023,2022
Lawyers & Lobbyists,K,39890,14000,53890,03/20/2023,2022
Transportation,M,40806,44500,85306,03/20/2023,2022
Misc Business,N,62074,23000,85074,03/20/2023,2022
Labor,P,0,67500,67500,03/20/2023,2022
Ideology/Single-Issue,Q,113968,126430,240398,03/20/2023,2022
Other,W,213934,2000,215934,03/20/2023,2022
