sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,21816,0,21816,03/20/2023,2022
Communic/Electronics,B,55050,7500,62550,03/20/2023,2022
Construction,C,53000,11000,64000,03/20/2023,2022
Defense,D,1500,2500,4000,03/20/2023,2022
Energy/Nat Resource,E,3900,3000,6900,03/20/2023,2022
Finance/Insur/RealEst,F,286698,34400,321098,03/20/2023,2022
Health,H,50199,25000,75199,03/20/2023,2022
Lawyers & Lobbyists,K,283071,21423,304494,03/20/2023,2022
Transportation,M,12600,8000,20600,03/20/2023,2022
Misc Business,N,80790,2500,83290,03/20/2023,2022
Labor,P,0,125500,125500,03/20/2023,2022
Ideology/Single-Issue,Q,61648,119400,181048,03/20/2023,2022
Other,W,77457,0,77457,03/20/2023,2022
