sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,25450,81500,106950,03/20/2023,2022
Communic/Electronics,B,4500,33000,37500,03/20/2023,2022
Construction,C,93500,124500,218000,03/20/2023,2022
Defense,D,5900,10400,16300,03/20/2023,2022
Energy/Nat Resource,E,29950,239900,269850,03/20/2023,2022
Finance/Insur/RealEst,F,84750,68500,153250,03/20/2023,2022
Health,H,41050,11000,52050,03/20/2023,2022
Lawyers & Lobbyists,K,81800,20500,102300,03/20/2023,2022
Transportation,M,25950,258500,284450,03/20/2023,2022
Misc Business,N,46450,68072,114522,03/20/2023,2022
Labor,P,0,72500,72500,03/20/2023,2022
Ideology/Single-Issue,Q,28250,59650,87900,03/20/2023,2022
Other,W,55933,0,55933,03/20/2023,2022
