sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4749,33115,37864,03/20/2023,2022
Communic/Electronics,B,40576,80180,120756,03/20/2023,2022
Construction,C,14321,20000,34321,03/20/2023,2022
Defense,D,750,8000,8750,03/20/2023,2022
Energy/Nat Resource,E,125381,296200,421581,03/20/2023,2022
Finance/Insur/RealEst,F,287650,143000,430650,03/20/2023,2022
Health,H,104247,164500,268747,03/20/2023,2022
Lawyers & Lobbyists,K,320645,19500,340145,03/20/2023,2022
Transportation,M,12750,48000,60750,03/20/2023,2022
Misc Business,N,71818,94500,166318,03/20/2023,2022
Labor,P,0,135000,135000,03/20/2023,2022
Ideology/Single-Issue,Q,262437,199597,462034,03/20/2023,2022
Other,W,508697,3500,512197,03/20/2023,2022
