sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,40126,0,40126,06/10/2019,2018
Communic/Electronics,B,293266,0,293266,06/10/2019,2018
Construction,C,73961,2000,75961,06/10/2019,2018
Defense,D,1990,0,1990,06/10/2019,2018
Energy/Nat Resource,E,50720,0,50720,06/10/2019,2018
Finance/Insur/RealEst,F,737968,10000,747968,06/10/2019,2018
Health,H,220600,4000,224600,06/10/2019,2018
Lawyers & Lobbyists,K,594293,18000,612293,06/10/2019,2018
Transportation,M,28742,0,28742,06/10/2019,2018
Misc Business,N,303108,5000,308108,06/10/2019,2018
Labor,P,7375,364550,371925,06/10/2019,2018
Ideology/Single-Issue,Q,173701,257629,431330,06/10/2019,2018
Other,W,1008747,0,1008747,06/10/2019,2018
