sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,12947,4500,17447,06/10/2019,2018
Communic/Electronics,B,3600,9500,13100,06/10/2019,2018
Construction,C,8400,14000,22400,06/10/2019,2018
Defense,D,1000,2500,3500,06/10/2019,2018
Energy/Nat Resource,E,30400,13250,43650,06/10/2019,2018
Finance/Insur/RealEst,F,54330,39250,93580,06/10/2019,2018
Health,H,10890,11500,22390,06/10/2019,2018
Lawyers & Lobbyists,K,39458,1000,40458,06/10/2019,2018
Transportation,M,21700,24995,46695,06/10/2019,2018
Misc Business,N,29145,12000,41145,06/10/2019,2018
Ideology/Single-Issue,Q,54405,106000,160405,06/10/2019,2018
Other,W,46063,0,46063,06/10/2019,2018
