sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,9330,96500,105830,03/20/2023,2022
Communic/Electronics,B,8240,68500,76740,03/20/2023,2022
Construction,C,28270,9500,37770,03/20/2023,2022
Defense,D,960,45500,46460,03/20/2023,2022
Energy/Nat Resource,E,13533,89000,102533,03/20/2023,2022
Finance/Insur/RealEst,F,42240,83500,125740,03/20/2023,2022
Health,H,30005,29000,59005,03/20/2023,2022
Lawyers & Lobbyists,K,116868,29550,146418,03/20/2023,2022
Transportation,M,21660,101500,123160,03/20/2023,2022
Misc Business,N,35988,87000,122988,03/20/2023,2022
Labor,P,240,238053,238293,03/20/2023,2022
Ideology/Single-Issue,Q,3855,28512,32367,03/20/2023,2022
Other,W,74145,1300,75445,03/20/2023,2022
