sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,39249,7000,46249,06/10/2019,2018
Communic/Electronics,B,292628,9000,301628,06/10/2019,2018
Construction,C,33885,2000,35885,06/10/2019,2018
Defense,D,2254,0,2254,06/10/2019,2018
Energy/Nat Resource,E,17672,7000,24672,06/10/2019,2018
Finance/Insur/RealEst,F,790899,18000,808899,06/10/2019,2018
Health,H,185073,40500,225573,06/10/2019,2018
Lawyers & Lobbyists,K,248109,13000,261109,06/10/2019,2018
Transportation,M,12322,1000,13322,06/10/2019,2018
Misc Business,N,243133,10500,253633,06/10/2019,2018
Labor,P,1000,236700,237700,06/10/2019,2018
Ideology/Single-Issue,Q,503994,483596,987590,06/10/2019,2018
Other,W,821737,0,821737,06/10/2019,2018
