sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,34800,63000,97800,03/20/2023,2022
Communic/Electronics,B,4250,28500,32750,03/20/2023,2022
Construction,C,58125,68000,126125,03/20/2023,2022
Defense,D,0,8000,8000,03/20/2023,2022
Energy/Nat Resource,E,8400,69500,77900,03/20/2023,2022
Finance/Insur/RealEst,F,86945,198000,284945,03/20/2023,2022
Health,H,38482,120500,158982,03/20/2023,2022
Lawyers & Lobbyists,K,67225,5500,72725,03/20/2023,2022
Transportation,M,17200,60490,77690,03/20/2023,2022
Misc Business,N,44400,75500,119900,03/20/2023,2022
Labor,P,0,12000,12000,03/20/2023,2022
Ideology/Single-Issue,Q,67357,73300,140657,03/20/2023,2022
Other,W,52119,0,52119,03/20/2023,2022
