sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,6350,11650,18000,06/10/2019,2018
Communic/Electronics,B,93961,78400,172361,06/10/2019,2018
Construction,C,8538,7500,16038,06/10/2019,2018
Defense,D,30,26000,26030,06/10/2019,2018
Energy/Nat Resource,E,8317,14500,22817,06/10/2019,2018
Finance/Insur/RealEst,F,229948,53000,282948,06/10/2019,2018
Health,H,57984,73500,131484,06/10/2019,2018
Lawyers & Lobbyists,K,132970,21000,153970,06/10/2019,2018
Transportation,M,11125,10500,21625,06/10/2019,2018
Misc Business,N,88372,28500,116872,06/10/2019,2018
Labor,P,1025,111000,112025,06/10/2019,2018
Ideology/Single-Issue,Q,188548,45668,234216,06/10/2019,2018
Other,W,122887,1000,123887,06/10/2019,2018
