sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,167883,34700,202583,03/20/2023,2022
Communic/Electronics,B,341656,153000,494656,03/20/2023,2022
Construction,C,452524,36900,489424,03/20/2023,2022
Defense,D,58887,77000,135887,03/20/2023,2022
Energy/Nat Resource,E,170632,95543,266175,03/20/2023,2022
Finance/Insur/RealEst,F,2887506,470000,3357506,03/20/2023,2022
Health,H,1333926,476300,1810226,03/20/2023,2022
Lawyers & Lobbyists,K,2313661,173750,2487411,03/20/2023,2022
Transportation,M,204021,62250,266271,03/20/2023,2022
Misc Business,N,970689,133500,1104189,03/20/2023,2022
Labor,P,1079,260000,261079,03/20/2023,2022
Ideology/Single-Issue,Q,1004980,621985,1626965,03/20/2023,2022
Other,W,1223327,2000,1225327,03/20/2023,2022
