sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,22214,8000,30214,03/20/2023,2022
Communic/Electronics,B,17361,60500,77861,03/20/2023,2022
Construction,C,51430,18000,69430,03/20/2023,2022
Defense,D,5800,14500,20300,03/20/2023,2022
Energy/Nat Resource,E,14668,16000,30668,03/20/2023,2022
Finance/Insur/RealEst,F,240976,32000,272976,03/20/2023,2022
Health,H,21057,6500,27557,03/20/2023,2022
Lawyers & Lobbyists,K,45940,7500,53440,03/20/2023,2022
Transportation,M,6025,14500,20525,03/20/2023,2022
Misc Business,N,93616,37227,130843,03/20/2023,2022
Labor,P,0,10000,10000,03/20/2023,2022
Ideology/Single-Issue,Q,267564,107600,375164,03/20/2023,2022
Other,W,272425,0,272425,03/20/2023,2022
