sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,230586,298250,528836,06/10/2019,2018
Communic/Electronics,B,584623,296350,880973,06/10/2019,2018
Construction,C,64366,14300,78666,06/10/2019,2018
Defense,D,5852,15500,21352,06/10/2019,2018
Energy/Nat Resource,E,82599,85000,167599,06/10/2019,2018
Finance/Insur/RealEst,F,1079606,279500,1359106,06/10/2019,2018
Health,H,378443,190800,569243,06/10/2019,2018
Lawyers & Lobbyists,K,1229746,121834,1351580,06/10/2019,2018
Transportation,M,136514,165400,301914,06/10/2019,2018
Misc Business,N,710055,279500,989555,06/10/2019,2018
Labor,P,16465,205500,221965,06/10/2019,2018
Ideology/Single-Issue,Q,915302,418597,1333899,06/10/2019,2018
Other,W,1506357,10000,1516357,06/10/2019,2018
