sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,29759,7000,36759,06/10/2019,2018
Communic/Electronics,B,528923,283350,812273,06/10/2019,2018
Construction,C,96906,7000,103906,06/10/2019,2018
Defense,D,47053,102500,149553,06/10/2019,2018
Energy/Nat Resource,E,87235,46100,133335,06/10/2019,2018
Finance/Insur/RealEst,F,1602828,255200,1858028,06/10/2019,2018
Health,H,307258,291900,599158,06/10/2019,2018
Lawyers & Lobbyists,K,1412058,145391,1557449,06/10/2019,2018
Transportation,M,72739,65000,137739,06/10/2019,2018
Misc Business,N,457096,208551,665647,06/10/2019,2018
Labor,P,161,264200,264361,06/10/2019,2018
Ideology/Single-Issue,Q,243783,414603,658386,06/10/2019,2018
Other,W,913532,1500,915032,06/10/2019,2018
