sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,500,2000,2500,03/20/2023,2022
Communic/Electronics,B,7136,0,7136,03/20/2023,2022
Construction,C,2750,2500,5250,03/20/2023,2022
Defense,D,0,3500,3500,03/20/2023,2022
Energy/Nat Resource,E,15000,6000,21000,03/20/2023,2022
Finance/Insur/RealEst,F,43450,29000,72450,03/20/2023,2022
Health,H,11000,7500,18500,03/20/2023,2022
Lawyers & Lobbyists,K,9760,6000,15760,03/20/2023,2022
Transportation,M,16400,2500,18900,03/20/2023,2022
Misc Business,N,10005,2500,12505,03/20/2023,2022
Labor,P,0,1000,1000,03/20/2023,2022
Ideology/Single-Issue,Q,13700,77900,91600,03/20/2023,2022
Other,W,171261,0,171261,03/20/2023,2022
