sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,20925,96500,117425,03/20/2023,2022
Communic/Electronics,B,8700,53000,61700,03/20/2023,2022
Construction,C,84350,203000,287350,03/20/2023,2022
Defense,D,17350,81500,98850,03/20/2023,2022
Energy/Nat Resource,E,18700,195500,214200,03/20/2023,2022
Finance/Insur/RealEst,F,64415,96500,160915,03/20/2023,2022
Health,H,8485,10000,18485,03/20/2023,2022
Lawyers & Lobbyists,K,93800,39500,133300,03/20/2023,2022
Transportation,M,142543,440995,583538,03/20/2023,2022
Misc Business,N,39150,116800,155950,03/20/2023,2022
Labor,P,2900,134000,136900,03/20/2023,2022
Ideology/Single-Issue,Q,19461,74000,93461,03/20/2023,2022
Other,W,46541,2000,48541,03/20/2023,2022
