sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,22375,40250,62625,03/20/2023,2022
Communic/Electronics,B,24800,65500,90300,03/20/2023,2022
Construction,C,125951,34750,160701,03/20/2023,2022
Defense,D,0,1000,1000,03/20/2023,2022
Energy/Nat Resource,E,24100,55000,79100,03/20/2023,2022
Finance/Insur/RealEst,F,412073,754300,1166373,03/20/2023,2022
Health,H,85119,63500,148619,03/20/2023,2022
Lawyers & Lobbyists,K,107009,28859,135868,03/20/2023,2022
Transportation,M,42050,42000,84050,03/20/2023,2022
Misc Business,N,176138,107500,283638,03/20/2023,2022
Labor,P,0,62500,62500,03/20/2023,2022
Ideology/Single-Issue,Q,82497,228032,310529,03/20/2023,2022
Other,W,519488,0,519488,03/20/2023,2022
