sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,598829,67500,666329,03/20/2023,2022
Communic/Electronics,B,334206,135500,469706,03/20/2023,2022
Construction,C,627721,73500,701221,03/20/2023,2022
Defense,D,42324,15000,57324,03/20/2023,2022
Energy/Nat Resource,E,386615,89500,476115,03/20/2023,2022
Finance/Insur/RealEst,F,2862680,215350,3078030,03/20/2023,2022
Health,H,801045,55500,856545,03/20/2023,2022
Lawyers & Lobbyists,K,558684,24500,583184,03/20/2023,2022
Transportation,M,376874,191485,568359,03/20/2023,2022
Misc Business,N,1231117,249000,1480117,03/20/2023,2022
Labor,P,528,37500,38028,03/20/2023,2022
Ideology/Single-Issue,Q,1539929,623849,2163778,03/20/2023,2022
Other,W,11097593,1000,11098593,03/20/2023,2022
