sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,11563,13000,24563,06/10/2019,2018
Communic/Electronics,B,107375,22350,129725,06/10/2019,2018
Construction,C,19112,0,19112,06/10/2019,2018
Defense,D,444,7500,7944,06/10/2019,2018
Energy/Nat Resource,E,8337,20000,28337,06/10/2019,2018
Finance/Insur/RealEst,F,174164,26500,200664,06/10/2019,2018
Health,H,88578,16000,104578,06/10/2019,2018
Lawyers & Lobbyists,K,191328,13000,204328,06/10/2019,2018
Transportation,M,6033,6000,12033,06/10/2019,2018
Misc Business,N,153718,35500,189218,06/10/2019,2018
Labor,P,63,143000,143063,06/10/2019,2018
Ideology/Single-Issue,Q,154525,405541,560066,06/10/2019,2018
Other,W,201899,3500,205399,06/10/2019,2018
