sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,13900,2000,15900,06/10/2019,2018
Communic/Electronics,B,3353,3000,6353,06/10/2019,2018
Construction,C,40800,16500,57300,06/10/2019,2018
Energy/Nat Resource,E,102700,46500,149200,06/10/2019,2018
Finance/Insur/RealEst,F,76000,32500,108500,06/10/2019,2018
Health,H,69000,3000,72000,06/10/2019,2018
Lawyers & Lobbyists,K,52700,0,52700,06/10/2019,2018
Transportation,M,114550,45995,160545,06/10/2019,2018
Misc Business,N,65600,10000,75600,06/10/2019,2018
Labor,P,0,7500,7500,06/10/2019,2018
Ideology/Single-Issue,Q,9750,173035,182785,06/10/2019,2018
Other,W,131845,0,131845,06/10/2019,2018
