sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,895,58000,58895,06/10/2019,2018
Communic/Electronics,B,12354,29090,41444,06/10/2019,2018
Construction,C,17023,10000,27023,06/10/2019,2018
Defense,D,235,26000,26235,06/10/2019,2018
Energy/Nat Resource,E,7535,15500,23035,06/10/2019,2018
Finance/Insur/RealEst,F,33295,57000,90295,06/10/2019,2018
Health,H,18561,69500,88061,06/10/2019,2018
Lawyers & Lobbyists,K,63813,25500,89313,06/10/2019,2018
Transportation,M,2266,63500,65766,06/10/2019,2018
Misc Business,N,31696,39583,71279,06/10/2019,2018
Labor,P,2325,171000,173325,06/10/2019,2018
Ideology/Single-Issue,Q,9029,28081,37110,06/10/2019,2018
Other,W,78795,2000,80795,06/10/2019,2018
