sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,26025,52000,78025,03/20/2023,2022
Communic/Electronics,B,2250,18000,20250,03/20/2023,2022
Construction,C,28550,40500,69050,03/20/2023,2022
Defense,D,0,1000,1000,03/20/2023,2022
Energy/Nat Resource,E,14600,24000,38600,03/20/2023,2022
Finance/Insur/RealEst,F,270500,383000,653500,03/20/2023,2022
Health,H,46300,89750,136050,03/20/2023,2022
Lawyers & Lobbyists,K,95850,7250,103100,03/20/2023,2022
Transportation,M,40550,49500,90050,03/20/2023,2022
Misc Business,N,78400,91208,169608,03/20/2023,2022
Labor,P,0,2000,2000,03/20/2023,2022
Ideology/Single-Issue,Q,44837,68500,113337,03/20/2023,2022
Other,W,128156,0,128156,03/20/2023,2022
