sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4065,2000,6065,03/20/2023,2022
Communic/Electronics,B,6272,3000,9272,03/20/2023,2022
Construction,C,8000,5000,13000,03/20/2023,2022
Defense,D,1000,0,1000,03/20/2023,2022
Energy/Nat Resource,E,4227,0,4227,03/20/2023,2022
Finance/Insur/RealEst,F,44788,11500,56288,03/20/2023,2022
Health,H,25101,4500,29601,03/20/2023,2022
Lawyers & Lobbyists,K,29600,0,29600,03/20/2023,2022
Transportation,M,2390,0,2390,03/20/2023,2022
Misc Business,N,20519,0,20519,03/20/2023,2022
Labor,P,8005,94000,102005,03/20/2023,2022
Ideology/Single-Issue,Q,23875,169508,193383,03/20/2023,2022
Other,W,149087,1000,150087,03/20/2023,2022
