sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,75746,54499,130245,03/20/2023,2022
Communic/Electronics,B,228534,210500,439034,03/20/2023,2022
Construction,C,252280,72500,324780,03/20/2023,2022
Defense,D,79616,150950,230566,03/20/2023,2022
Energy/Nat Resource,E,562890,256000,818890,03/20/2023,2022
Finance/Insur/RealEst,F,1561187,226300,1787487,03/20/2023,2022
Health,H,243768,80300,324068,03/20/2023,2022
Lawyers & Lobbyists,K,486231,107527,593758,03/20/2023,2022
Transportation,M,335340,349088,684428,03/20/2023,2022
Misc Business,N,722746,238600,961346,03/20/2023,2022
Labor,P,2300,94500,96800,03/20/2023,2022
Ideology/Single-Issue,Q,246627,595404,842031,03/20/2023,2022
Other,W,1552478,4500,1556978,03/20/2023,2022
