sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,9366,0,9366,03/20/2023,2022
Communic/Electronics,B,60640,3000,63640,03/20/2023,2022
Construction,C,29100,5500,34600,03/20/2023,2022
Defense,D,302,0,302,03/20/2023,2022
Energy/Nat Resource,E,6036,0,6036,03/20/2023,2022
Finance/Insur/RealEst,F,216255,15500,231755,03/20/2023,2022
Health,H,28936,2000,30936,03/20/2023,2022
Lawyers & Lobbyists,K,65040,5000,70040,03/20/2023,2022
Transportation,M,21700,6000,27700,03/20/2023,2022
Misc Business,N,96943,1000,97943,03/20/2023,2022
Labor,P,800,153000,153800,03/20/2023,2022
Ideology/Single-Issue,Q,69740,172037,241777,03/20/2023,2022
Other,W,129096,0,129096,03/20/2023,2022
