sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,109691,37500,147191,03/20/2023,2022
Communic/Electronics,B,705992,183331,889323,03/20/2023,2022
Construction,C,174892,44500,219392,03/20/2023,2022
Defense,D,91908,210200,302108,03/20/2023,2022
Energy/Nat Resource,E,104889,74000,178889,03/20/2023,2022
Finance/Insur/RealEst,F,1615920,397000,2012920,03/20/2023,2022
Health,H,722879,242650,965529,03/20/2023,2022
Lawyers & Lobbyists,K,1166673,99625,1266298,03/20/2023,2022
Transportation,M,126093,88000,214093,03/20/2023,2022
Misc Business,N,726495,216800,943295,03/20/2023,2022
Labor,P,16060,216750,232810,03/20/2023,2022
Ideology/Single-Issue,Q,1649097,504746,2153843,03/20/2023,2022
Other,W,4630734,14500,4645234,03/20/2023,2022
