sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,50667,0,50667,06/10/2019,2018
Communic/Electronics,B,235666,0,235666,06/10/2019,2018
Construction,C,79260,0,79260,06/10/2019,2018
Defense,D,19301,0,19301,06/10/2019,2018
Energy/Nat Resource,E,19777,0,19777,06/10/2019,2018
Finance/Insur/RealEst,F,153215,2000,155215,06/10/2019,2018
Health,H,251179,9500,260679,06/10/2019,2018
Lawyers & Lobbyists,K,98615,0,98615,06/10/2019,2018
Transportation,M,28676,0,28676,06/10/2019,2018
Misc Business,N,253530,0,253530,06/10/2019,2018
Labor,P,25244,132800,158044,06/10/2019,2018
Ideology/Single-Issue,Q,180503,61073,241576,06/10/2019,2018
Other,W,1655467,1000,1656467,06/10/2019,2018
