sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,4150,15500,19650,03/20/2023,2022
Communic/Electronics,B,9166,87000,96166,03/20/2023,2022
Construction,C,4605,4000,8605,03/20/2023,2022
Defense,D,0,3000,3000,03/20/2023,2022
Energy/Nat Resource,E,1800,31000,32800,03/20/2023,2022
Finance/Insur/RealEst,F,8475,66000,74475,03/20/2023,2022
Health,H,20655,124500,145155,03/20/2023,2022
Lawyers & Lobbyists,K,32700,16750,49450,03/20/2023,2022
Transportation,M,1135,23000,24135,03/20/2023,2022
Misc Business,N,9450,28500,37950,03/20/2023,2022
Labor,P,1350,100500,101850,03/20/2023,2022
Ideology/Single-Issue,Q,30686,59312,89998,03/20/2023,2022
Other,W,29689,3000,32689,03/20/2023,2022
