sector_name,sectorid,indivs,pacs,total,last_updated,cycle
Agribusiness,A,46724,0,46724,06/10/2019,2018
Communic/Electronics,B,417676,2500,420176,06/10/2019,2018
Construction,C,53891,0,53891,06/10/2019,2018
Defense,D,26188,0,26188,06/10/2019,2018
Energy/Nat Resource,E,54577,0,54577,06/10/2019,2018
Finance/Insur/RealEst,F,961376,0,961376,06/10/2019,2018
Health,H,260586,8500,269086,06/10/2019,2018
Lawyers & Lobbyists,K,441263,12000,453263,06/10/2019,2018
Transportation,M,22485,0,22485,06/10/2019,2018
Misc Business,N,325774,1000,326774,06/10/2019,2018
Labor,P,5494,123200,128694,06/10/2019,2018
Ideology/Single-Issue,Q,467559,334684,802243,06/10/2019,2018
Other,W,1502133,0,1502133,06/10/2019,2018
